0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,gesture
0.0,0.0,0.0,-0.04457271099090576,-0.11093160510063171,-0.0075119846566167325,-0.09418505430221558,-0.25005701184272766,-0.023296177021279618,-0.11854708194732666,-0.3710261732339859,-0.03890692964853315,-0.11438053846359253,-0.47477805614471436,-0.05379384160698919,-0.06238377094268799,-0.2778373956680298,-0.04582477883161573,-0.16497820615768433,-0.24740323424339294,-0.07717196047963171,-0.14304599165916443,-0.19847708940505981,-0.0881062388485816,-0.11359566450119019,-0.2066599726676941,-0.09351884723366766,-0.050264179706573486,-0.20114287734031677,-0.056111951923980996,-0.1674853265285492,-0.16308829188346863,-0.08571270257891683,-0.13845697045326233,-0.13112744688987732,-0.08059009314240484,-0.10474514961242676,-0.13790756464004517,-0.07753157765330343,-0.04777449369430542,-0.11913323402404785,-0.0674012765354064,-0.15491068363189697,-0.0848851203918457,-0.09432806969346075,-0.1276499330997467,-0.0561908483505249,-0.0774398461049941,-0.09404700994491577,-0.0639183521270752,-0.06531392932595281,-0.05084717273712158,-0.04022854566574097,-0.07878682166995077,-0.13601550459861755,-0.016797184944152832,-0.09791314751566915,-0.11358660459518433,0.0006161928176879883,-0.09021516293944387,-0.08196210861206055,-0.005128622055053711,-0.08329550326527624,thumbs_up
0.0,0.0,0.0,-0.07277268171310425,-0.01743417978286743,-0.0438902143616815,-0.13771146535873413,-0.08477485179901123,-0.07206596697164969,-0.18387550115585327,-0.15858924388885498,-0.09533429408861593,-0.2337958812713623,-0.2035089135169983,-0.11948452407909826,-0.09245243668556213,-0.29308319091796875,-0.058458040304913084,-0.13392868638038635,-0.4156554937362671,-0.08940127009941534,-0.1614164412021637,-0.4909747242927551,-0.11247335637403921,-0.1843673288822174,-0.56429523229599,-0.13035710419012503,-0.04470348358154297,-0.32536938786506653,-0.06058669353319601,-0.05766505002975464,-0.48585447669029236,-0.09099015856577353,-0.06484395265579224,-0.5890288650989532,-0.11459706241680578,-0.0694197416305542,-0.6836878135800362,-0.13238437736822561,-0.00011515617370605469,-0.31166934967041016,-0.06676496083332495,0.017343640327453613,-0.463187038898468,-0.10205541069103674,0.03202897310256958,-0.559714749455452,-0.12455670053554968,0.04372680187225342,-0.6472741961479187,-0.13922630513502554,0.04067564010620117,-0.26995646953582764,-0.07560005302025274,0.06803101301193237,-0.3790927827358246,-0.1071502443630834,0.0851779580116272,-0.4509832561016083,-0.12114859635426001,0.09823638200759888,-0.5211113393306732,-0.13049178088499502,open_palm
0.0,0.0,0.0,-0.050176382064819336,-0.005884766578674316,-0.0402350232912454,-0.09968021512031555,-0.012050837278366089,-0.0696961090876016,-0.1312943994998932,-0.012394696474075317,-0.09355666050447553,-0.12607070803642273,-0.012812644243240356,-0.11142955282463163,-0.10151049494743347,-0.23729762434959412,-0.053164433033600744,-0.11512240767478943,-0.09504327178001404,-0.0868452818108949,-0.10016703605651855,-0.030440866947174072,-0.10382789680494398,-0.09031841158866882,-0.04658779501914978,-0.1142231778217706,-0.05008727312088013,-0.24388885498046875,-0.050321600676909384,-0.06614556908607483,-0.06889113783836365,-0.08005070993436902,-0.06393268704414368,-0.01570865511894226,-0.08304333248867124,-0.06291308999061584,-0.047667473554611206,-0.082832227738038,-0.0008944272994995117,-0.21783384680747986,-0.051873225064412054,-0.017368853092193604,-0.05150476098060608,-0.07787437299026578,-0.020884931087493896,-0.01526862382888794,-0.0669858635379228,-0.019435346126556396,-0.04922404885292053,-0.05684582823647588,0.04009777307510376,-0.17708560824394226,-0.05831927368177503,0.02630007266998291,-0.0474545955657959,-0.07542109796537488,0.022078335285186768,-0.022513091564178467,-0.07085219332708448,0.024957716464996338,-0.05518326163291931,-0.06380562046302884,fist
0.0,0.0,0.0,-0.0463639497756958,-0.11321210861206055,-0.00591241914304419,-0.09298503398895264,-0.25245553255081177,-0.021131648882203535,-0.1141817569732666,-0.3731750547885895,-0.036795330434017615,-0.10847961902618408,-0.47716905176639557,-0.05185331517355962,-0.06249123811721802,-0.28317928314208984,-0.04322442152994199,-0.16467568278312683,-0.2537429928779602,-0.07462414467232747,-0.14420798420906067,-0.20257031917572021,-0.08581671976941152,-0.11413425207138062,-0.20858177542686462,-0.09112958723204656,-0.050737202167510986,-0.20627731084823608,-0.05479826891320272,-0.1678452491760254,-0.16835573315620422,-0.08428911232846303,-0.13959762454032898,-0.13419422507286072,-0.0793734576691918,-0.10589611530303955,-0.13934844732284546,-0.07621267551081701,-0.04780745506286621,-0.12440133094787598,-0.06740834677117391,-0.15497630834579468,-0.08842658996582031,-0.09420756363766714,-0.12756723165512085,-0.058836519718170166,-0.07711845004456563,-0.09409826993942261,-0.06536728143692017,-0.06465674304860158,-0.04984021186828613,-0.044537246227264404,-0.08006546014445348,-0.13569891452789307,-0.021757543087005615,-0.09830703699486776,-0.11323815584182739,-0.0035367608070373535,-0.0895185928930573,-0.08159124851226807,-0.007447004318237305,-0.0816370558132462,thumbs_up
0.0,0.0,0.0,-0.05025768280029297,-0.11745107173919678,-0.012418671126454228,-0.10288596153259277,-0.25717592239379883,-0.031047281424491757,-0.1307821273803711,-0.37642720341682434,-0.04812174345084941,-0.12670153379440308,-0.4827485680580139,-0.06446723322102343,-0.06836962699890137,-0.2716536223888397,-0.05855729858109271,-0.17145037651062012,-0.21739047765731812,-0.08961951414772784,-0.1458110809326172,-0.1771858036518097,-0.0972213862342528,-0.11565089225769043,-0.1939122974872589,-0.10015031377503192,-0.053183794021606445,-0.18508434295654297,-0.06804080734679019,-0.17320606112480164,-0.13631105422973633,-0.09793151597210681,-0.1425715684890747,-0.11577993631362915,-0.09113993922898089,-0.10869699716567993,-0.12755274772644043,-0.08752765933701312,-0.04630839824676514,-0.09954208135604858,-0.0780265821022681,-0.15899384021759033,-0.062588632106781,-0.10677633861729419,-0.13079160451889038,-0.04393357038497925,-0.08808684776255404,-0.09775280952453613,-0.05576503276824951,-0.07463289479443347,-0.04511463642120361,-0.02024400234222412,-0.0883824569983176,-0.13729652762413025,0.0005310773849487305,-0.10870003382393634,-0.11585497856140137,0.013463854789733887,-0.09876818637081897,-0.08469665050506592,0.00937873125076294,-0.09017374793717181,thumbs_up
0.0,0.0,0.0,-0.05085340142250061,-0.026806533336639404,-0.0362527502066996,-0.0794057846069336,-0.11862075328826904,-0.05878304143618607,-0.05770614743232727,-0.20988309383392334,-0.08041926671933197,-0.03131604194641113,-0.28837987780570984,-0.10048343439768814,-0.09954079985618591,-0.312740683555603,-0.04144861747693085,-0.13436564803123474,-0.4466085433959961,-0.06987860252331757,-0.15630894899368286,-0.5284384489059448,-0.08518150647353195,-0.17400017380714417,-0.6045701801776886,-0.09511358489464783,-0.05000758171081543,-0.33272024989128113,-0.046100037295332186,-0.04029959440231323,-0.4967620074748993,-0.07742777665328049,-0.02804628014564514,-0.6021547317504883,-0.0938331132120993,-0.0193290114402771,-0.6934681534767151,-0.10119791527461075,-0.007271289825439453,-0.3042358160018921,-0.05424328719448113,-0.0024332404136657715,-0.37654146552085876,-0.09960620303820633,-0.014846205711364746,-0.2745060920715332,-0.10444043775271439,-0.023518919944763184,-0.20373976230621338,-0.09628038306902909,0.027708470821380615,-0.249436616897583,-0.0648571645207312,0.02558034658432007,-0.2566823959350586,-0.10425774951647782,0.009654879570007324,-0.16945350170135498,-0.10543916572999024,-0.002174079418182373,-0.10808539390563965,-0.09774829645823502,peace_sign
0.0,0.0,0.0,-0.04681217670440674,-0.021656572818756104,-0.027816190516034567,-0.07713726162910461,-0.10348325967788696,-0.0445362377366223,-0.063041090965271,-0.18764257431030273,-0.061789886226335966,-0.03987318277359009,-0.2548668682575226,-0.07786222281066557,-0.08859691023826599,-0.2644272446632385,-0.027896286120096647,-0.12422189116477966,-0.3759043216705322,-0.050590568353811705,-0.14548340439796448,-0.4399918019771576,-0.06233458327261587,-0.16293984651565552,-0.5002057552337646,-0.0709358576139607,-0.04560256004333496,-0.2871541678905487,-0.03368745105473181,-0.042834579944610596,-0.4347592890262604,-0.05996114866940161,-0.039145588874816895,-0.522430032491684,-0.07422683121768614,-0.03709125518798828,-0.5987412631511688,-0.08138841124383589,-0.0070233941078186035,-0.2655966877937317,-0.04282252969352385,-0.014612436294555664,-0.35715150833129883,-0.08317056777087828,-0.019280612468719482,-0.272990882396698,-0.0887312489947476,-0.01740807294845581,-0.2151528000831604,-0.08289452375976225,0.027357935905456543,-0.21947509050369263,-0.05355918886272093,0.01223742961883545,-0.22846463322639465,-0.08968948306647917,0.0008980631828308105,-0.1607152819633484,-0.09429720522967955,-0.0017160773277282715,-0.11821353435516357,-0.09068494768945357,peace_sign
0.0,0.0,0.0,-0.0510595440864563,-0.1389567255973816,-0.020434755947519534,-0.09252098202705383,-0.28345149755477905,-0.04961844172709107,-0.11479991674423218,-0.40472155809402466,-0.07413247239225029,-0.11121013760566711,-0.5189438909292221,-0.09875220071904778,-0.060697972774505615,-0.2869453728199005,-0.10140081506602883,-0.19403541088104248,-0.25801536440849304,-0.13250545423858284,-0.1981411576271057,-0.201147198677063,-0.13029200595252632,-0.17699328064918518,-0.18656057119369507,-0.12642415624492287,-0.04448533058166504,-0.19157570600509644,-0.10923261206977486,-0.1906287670135498,-0.15258103609085083,-0.1406457797848475,-0.1773584485054016,-0.11708760261535645,-0.12706280511253,-0.14490920305252075,-0.11277806758880615,-0.12053947162263512,-0.03733468055725098,-0.09460204839706421,-0.11545441311233162,-0.16791319847106934,-0.06208521127700806,-0.1449376122318995,-0.15144237875938416,-0.043097496032714844,-0.12188828748099922,-0.11880919337272644,-0.04848790168762207,-0.10772617917888283,-0.037527382373809814,-0.006600856781005859,-0.1217457057201159,-0.14512482285499573,0.008793294429779053,-0.1458543018662226,-0.13824304938316345,0.010316669940948486,-0.13657320302360176,-0.11380934715270996,-0.001720428466796875,-0.12945080560081124,thumbs_up
0.0,0.0,0.0,-0.08765819668769836,0.007524728775024414,-0.0663554488054956,-0.18099302053451538,-0.036202192306518555,-0.11551598145882735,-0.264922559261322,-0.06649601459503174,-0.15769266768614898,-0.3414282500743866,-0.08627164363861084,-0.20420643373648772,-0.15753421187400818,-0.29579418897628784,-0.1209588988057817,-0.22167277336120605,-0.47141848504543304,-0.18277124746958862,-0.2661541551351547,-0.5809885747730732,-0.22668787523429046,-0.30160850286483765,-0.6770197935402393,-0.259062763892814,-0.09358537197113037,-0.3490142226219177,-0.12739209517161498,-0.12504813075065613,-0.5504845306277275,-0.1865285752646173,-0.14533177018165588,-0.6769696772098541,-0.22976621671836028,-0.16112372279167175,-0.7938664257526398,-0.26302703901450286,-0.02777603268623352,-0.344558447599411,-0.1377152024141992,-0.03293192386627197,-0.5416611433029175,-0.20240527077834258,-0.03311076760292053,-0.6732466258108616,-0.2431987492672647,-0.03660830855369568,-0.7930788546800613,-0.27243497654120574,0.03935578465461731,-0.2962307035923004,-0.15107954724948058,0.0806640088558197,-0.44158822298049927,-0.21628483816306243,0.10989096760749817,-0.5362603887915611,-0.24687748833815704,0.1297796666622162,-0.6225992729887366,-0.26740196033637176,open_palm
0.0,0.0,0.0,-0.051475703716278076,-0.023498475551605225,-0.038145934387046054,-0.08185499906539917,-0.11195230484008789,-0.062089775844413,-0.06045868992805481,-0.20146429538726807,-0.08498002697427864,-0.033853381872177124,-0.2815452516078949,-0.10614851225813027,-0.10166123509407043,-0.3103301525115967,-0.043473092063265995,-0.13759943842887878,-0.4450206458568573,-0.07275627662141915,-0.16030451655387878,-0.5259200930595398,-0.08858849961956139,-0.17843535542488098,-0.6018350720405579,-0.09895391125877495,-0.05161067843437195,-0.33329081535339355,-0.047611543132859424,-0.04347535967826843,-0.49756330251693726,-0.07963870574434395,-0.03213253617286682,-0.603345662355423,-0.09664112438161965,-0.024298369884490967,-0.6952201873064041,-0.10450090576608773,-0.008242189884185791,-0.30688855051994324,-0.05540526021917458,-0.003729522228240967,-0.37963274121284485,-0.10182156522472496,-0.015018224716186523,-0.2736825942993164,-0.10694465894897576,-0.023244857788085938,-0.19877088069915771,-0.09885364879568215,0.027707159519195557,-0.2531501054763794,-0.06581162769992943,0.02611362934112549,-0.2549813985824585,-0.10656420995195504,0.010647296905517578,-0.16538727283477783,-0.10858067978819008,-0.001326441764831543,-0.1016312837600708,-0.1012716900249302,peace_sign
